"CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male",HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,Race alone or in combination with one or more other races!!Total population!!White,RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!One race!!White,RACE!!Total population!!One race.1,RACE!!Total population!!Two or more races,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races.1,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!18 years and over.1,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over.1,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!Under 5 years,Total housing units,Zipcode
286,127,159,406,0,0,0,0,0,406,0,0,0,0,0,10,0,10,396,406,0,0,0,0,10,406,406,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,396,10,0,0,0,0,10,406,85,20,297,286,127,159,125.2,286,27,250,54,30,34,19,35,10,96,69,87,35,52,148.6,87,14,4,168,238,34.8,141.7,120,5,178,99135
21,10,11,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,21,0,0,21,21,10,11,110,21,0,21,0,0,0,0,0,15,7,2,6,2,4,200,6,2,2,10,11,60.9,110,0,0,22,99136
338,149,189,413,0,0,0,0,0,413,0,12,0,0,0,25,19,6,376,413,10,21,0,0,6,401,413,388,0,0,0,0,0,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,376,388,25,0,10,9,0,25,413,16,11,346,346,152,194,127.6,346,40,326,43,52,29,8,13,46,147,95,118,54,64,118.5,118,13,10,206,207,43,100.5,67,37,255,99137
854,438,416,1152,11,0,8,3,0,1141,716,0,3,5,0,159,156,3,258,1152,873,2,23,6,4,405,1152,992,720,0,2,0,3,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,264,992,160,19,133,2,1,160,1152,64,123,904,858,439,419,95.4,858,37,798,137,164,109,97,85,61,250,133,210,87,123,141.4,210,57,20,598,554,39.6,92.6,294,65,661,99138
657,338,319,806,7,0,1,6,0,799,54,0,0,0,0,96,96,0,649,806,91,0,59,0,1,751,806,710,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,655,710,96,0,37,0,59,96,806,66,1,657,657,338,319,94.4,657,38,657,109,133,62,59,43,78,248,86,194,123,71,57.7,194,84,24,433,373,43.2,86.1,149,23,612,99139
400,190,210,494,6,0,6,0,0,488,312,0,3,0,0,44,44,0,129,494,362,0,3,0,0,173,494,450,318,1,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,129,450,44,0,44,0,0,44,494,22,28,416,403,193,210,108.8,403,29,388,51,25,69,26,33,31,169,104,150,71,79,111.3,150,37,9,242,252,51.4,104.1,91,30,275,99140
4600,2187,2413,5902,78,0,22,56,0,5824,114,33,31,2,0,236,210,26,5408,5902,312,85,31,5,43,5679,5902,5653,114,3,0,0,9,60,0,0,25,11,0,21,3,31,2,0,0,2,0,4,5442,5653,249,0,194,13,0,249,5902,295,326,4880,4704,2284,2420,106,4704,215,4638,502,776,784,382,462,575,1653,837,1331,578,753,130.3,1331,373,121,2877,3025,46.8,105.1,1198,254,2874,99141
530,222,308,640,27,0,5,22,0,613,3,0,0,0,67,16,12,4,527,640,14,1,7,1,96,545,640,620,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,529,620,20,3,5,0,0,20,640,27,9,555,549,239,310,129.7,549,27,547,43,18,121,14,61,61,261,161,216,80,136,170,216,45,10,288,352,57.3,122.2,91,43,453,99143
15,9,6,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,0,0,15,15,9,6,66.7,15,0,15,0,0,3,0,0,6,12,6,6,3,3,100,6,0,0,9,6,63.5,66.7,0,0,12,99144
38,24,14,42,0,0,0,0,0,42,0,0,0,0,0,8,8,0,34,42,8,0,0,0,0,42,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,8,0,8,0,0,8,42,0,0,42,42,28,14,50,42,0,42,4,0,0,0,0,0,38,22,38,24,14,58.3,38,4,12,28,14,70.5,50,0,0,46,99146
153,84,69,161,0,0,0,0,0,161,4,0,0,0,0,6,1,5,151,161,5,0,0,0,5,157,161,155,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,155,6,0,1,0,0,6,161,8,0,153,153,84,69,82.1,153,0,153,0,14,4,0,28,25,96,66,82,45,37,82.2,82,16,0,84,77,65.5,91.7,8,0,139,99147
1989,1020,969,2318,12,0,5,7,0,2306,54,22,0,0,0,79,68,11,2151,2318,119,22,0,3,16,2237,2318,2239,54,15,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,5,2158,2239,79,0,65,0,0,79,2318,101,104,2067,2000,1031,969,94,2000,67,1977,120,258,313,100,256,296,869,466,667,351,316,90,667,157,44,1173,1145,56.7,97.6,318,36,1938,99148
160,86,74,197,0,0,0,0,0,197,2,0,0,0,0,5,5,0,190,197,7,0,0,0,0,195,197,192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,192,5,0,5,0,0,5,197,14,21,169,160,86,74,86,160,20,138,13,23,27,7,13,21,41,16,31,18,13,72.2,31,11,4,109,88,42.5,80.7,37,7,90,99149
246,121,125,256,0,0,0,0,0,256,0,2,0,0,0,10,10,0,244,256,7,5,0,0,0,254,256,246,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,244,246,10,0,7,3,0,10,256,6,0,246,246,121,125,103.3,246,0,246,29,36,2,4,0,44,157,123,135,68,67,98.5,135,12,0,124,132,65.6,106.5,10,0,138,99150
131,74,57,158,7,0,0,7,0,151,0,0,0,0,7,7,7,0,137,158,6,1,0,0,8,151,158,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,143,150,8,0,6,1,0,8,158,4,14,139,131,74,57,77,131,4,121,10,15,23,6,11,22,62,11,40,31,9,29,40,2,27,86,72,53.5,83.7,27,9,84,99151
118,53,65,148,2,0,2,0,0,146,4,0,0,0,0,16,16,0,126,148,9,0,11,2,0,144,148,130,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,130,18,0,5,0,11,18,148,10,16,121,118,53,65,122.6,118,3,105,14,9,20,10,16,7,36,29,36,16,20,125,36,7,0,70,78,46.3,111.4,30,7,96,99152
360,150,210,424,34,0,5,29,0,390,8,0,0,0,0,18,0,18,364,424,8,0,0,0,21,413,424,406,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,395,406,18,0,0,0,0,18,424,28,13,365,365,150,215,143.3,365,22,360,18,41,38,11,54,41,182,107,146,82,64,78,146,17,22,173,251,57.3,145.1,59,12,393,99153
27,12,15,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,41,0,5,27,27,12,15,125,27,0,22,3,9,4,10,0,0,6,2,6,4,2,50,6,4,0,18,23,32.5,127.8,14,4,12,99154
948,541,407,1245,61,0,61,0,0,1184,1041,7,0,0,0,44,44,0,92,1245,1127,12,2,5,35,145,1245,1179,1066,0,4,7,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,13,93,1179,66,0,37,0,0,66,1245,63,72,979,950,541,409,75.6,950,100,897,227,79,144,88,86,100,254,131,182,122,60,49.2,182,40,11,641,604,33.3,94.2,295,104,462,99155
7228,3558,3670,8901,432,103,220,109,0,8469,14,28,40,40,30,414,340,74,7903,8901,141,100,226,44,433,8494,8901,8406,14,0,0,0,0,28,0,0,0,21,0,7,0,40,44,0,0,4,40,273,8007,8406,495,0,85,58,155,495,8901,506,458,7475,7305,3585,3720,103.8,7305,632,7016,810,763,1120,414,774,810,2752,1434,2234,1070,1164,108.8,2234,606,194,4319,4582,49.7,106.1,1596,380,4787,99156
518,279,239,633,24,0,24,0,0,609,3,2,0,0,0,9,5,4,595,633,12,2,0,0,24,623,633,605,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,5,595,605,28,0,9,0,0,28,633,33,17,534,519,280,239,85.4,519,8,517,21,82,72,44,63,53,239,138,218,110,108,98.2,218,67,13,339,294,56,86.7,114,22,416,99157
476,260,216,579,6,0,4,2,0,573,0,0,12,0,0,21,15,6,540,579,12,5,12,0,17,567,579,556,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,544,556,23,0,1,5,0,23,579,19,31,490,476,260,216,83.1,476,35,459,41,47,92,45,37,51,195,97,160,83,77,92.8,160,53,10,298,281,51.4,94.3,103,21,267,99158
1101,573,528,1341,41,0,36,5,0,1300,37,10,25,0,0,12,7,5,1216,1341,44,10,25,0,10,1264,1341,1329,37,0,0,0,0,10,0,9,0,1,0,0,0,25,0,0,0,0,0,5,1252,1329,12,0,7,0,0,12,1341,128,77,1146,1113,575,538,93.6,1113,62,1060,86,78,179,35,137,104,507,220,436,206,230,111.7,436,165,51,682,659,55.2,96.6,228,19,733,99159
72,25,47,88,0,0,0,0,0,88,6,0,0,0,0,22,22,0,60,88,28,0,0,0,0,82,88,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,66,22,0,22,0,0,22,88,0,0,72,72,25,47,188,72,0,72,6,3,10,0,14,15,28,5,24,7,17,242.9,24,15,4,41,47,59.4,114.6,16,16,57,99160
1109,485,624,1373,11,0,6,5,0,1362,10,29,0,0,65,31,28,3,1227,1373,33,34,0,0,74,1268,1373,1337,10,0,2,0,0,29,0,15,10,4,0,0,0,0,0,0,0,0,0,66,1232,1337,36,0,23,5,0,36,1373,56,56,1134,1114,490,624,127.3,1114,94,1034,92,130,212,139,150,130,368,200,281,116,165,142.2,281,63,18,589,784,49.1,133.1,259,33,679,99161
27465,13743,13722,34815,2698,4,1819,740,135,32117,48,3929,922,52,226,1889,1695,194,25051,34815,561,5016,1690,145,1265,28880,34815,32263,151,2,5,0,0,3955,780,2049,243,86,193,357,247,961,52,0,52,0,0,668,26476,32263,2552,9,296,903,512,2552,34815,1074,6588,30722,30315,14924,15391,103.1,30315,10026,21635,5442,3089,1746,1452,886,812,2775,1414,2310,1294,1016,78.5,2310,689,207,17007,17808,22.6,104.7,4500,1390,14237,99163
2482,1277,1205,2934,28,0,25,3,0,2906,29,4,13,31,0,320,317,3,2509,2934,221,111,34,31,7,2850,2934,2614,30,0,0,0,1,4,0,0,0,0,4,0,0,15,31,27,4,0,0,4,2530,2614,320,0,191,107,19,320,2934,179,116,2523,2489,1277,1212,94.9,2489,79,2420,250,353,264,76,315,224,1054,599,938,487,451,92.6,938,278,61,1502,1432,55.1,95.3,445,140,1724,99166
656,281,375,732,40,0,40,0,0,692,0,0,16,0,0,56,10,46,620,732,10,0,23,0,86,712,732,640,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,620,640,92,0,3,0,0,92,732,19,17,666,657,281,376,133.8,657,19,649,30,56,100,37,39,85,396,226,320,138,182,131.9,320,94,0,313,419,62.6,133.9,75,10,399,99167
1998,893,1105,2643,258,0,231,27,0,2385,3,15,50,8,0,91,74,17,2218,2643,52,34,60,8,96,2545,2643,2491,7,0,0,4,0,15,0,7,0,0,0,0,8,50,8,0,0,0,8,18,2393,2491,152,0,45,19,10,152,2643,250,172,2075,2007,893,1114,124.7,2007,101,1920,307,276,290,193,147,309,735,337,508,235,273,116.2,508,126,45,1230,1413,42.8,114.9,636,90,1270,99169
752,364,388,980,77,0,23,54,0,903,4,5,0,2,0,60,60,0,832,980,39,19,11,2,17,957,980,915,4,0,0,0,0,5,0,0,3,0,0,2,0,0,2,0,0,0,2,12,892,915,65,0,35,14,11,65,980,54,69,773,752,364,388,106.6,752,63,718,114,70,132,44,64,109,241,109,174,89,85,95.5,174,50,15,454,526,43.9,115.9,228,87,490,99170
782,398,384,941,22,0,22,0,0,919,0,1,27,0,0,12,12,0,879,941,12,1,27,0,10,903,941,929,0,0,0,0,0,1,0,0,0,1,0,0,0,27,0,0,0,0,0,10,891,929,12,0,12,0,0,12,941,56,46,816,788,399,389,97.5,788,23,780,110,104,48,25,135,93,322,122,267,133,134,100.8,267,118,27,473,468,55.4,98.9,153,34,495,99171
1212,484,728,1638,37,0,5,32,0,1601,120,0,62,0,0,49,49,0,1370,1638,169,0,62,0,0,1456,1638,1589,120,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1407,1589,49,0,49,0,0,49,1638,134,65,1227,1212,484,728,150.4,1212,43,1154,242,99,139,103,153,203,443,217,289,123,166,135,289,40,32,740,898,43.5,121.4,426,168,731,99173
31,14,17,33,1,0,0,0,1,32,0,0,0,0,0,0,0,0,32,33,0,1,0,0,0,32,33,33,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0,0,0,0,33,0,8,33,31,14,17,121.4,31,1,25,0,1,7,0,6,2,8,6,8,6,2,33.3,8,2,0,14,19,54.5,135.7,2,0,22,99174
171,84,87,207,18,0,0,18,0,189,0,0,0,0,0,2,2,0,187,207,2,0,0,0,18,189,207,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,187,205,2,0,2,0,0,2,207,28,8,175,171,84,87,103.6,171,11,167,17,11,24,4,38,30,54,24,36,22,14,63.6,36,12,0,89,118,56.2,132.6,36,0,125,99176
336,147,189,500,0,0,0,0,0,500,0,0,0,0,0,5,5,0,495,500,0,5,0,0,0,500,500,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,495,5,0,0,5,0,5,500,25,15,346,336,147,189,128.6,336,6,336,60,112,45,45,18,41,63,43,54,26,28,107.7,54,11,0,259,241,35.7,93.1,164,79,204,99179
567,283,284,791,4,0,4,0,0,787,100,31,0,0,0,4,4,0,652,791,104,31,0,0,4,656,791,787,100,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,4,652,787,4,0,4,0,0,4,791,53,38,578,567,283,284,100.4,567,27,533,45,99,76,67,35,130,216,120,148,68,80,117.6,148,16,12,417,374,41.6,89.7,224,73,527,99180
1623,833,790,2143,34,0,34,0,0,2109,0,0,10,0,2,84,80,4,2013,2143,37,22,26,5,6,2131,2143,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,2047,2059,84,0,37,22,16,84,2143,178,53,1662,1628,833,795,95.4,1628,15,1611,260,179,168,214,110,206,828,500,676,326,350,107.4,676,165,11,986,1157,50.8,117.3,515,84,1206,99181
983,495,488,1235,0,0,0,0,0,1235,48,19,13,32,0,65,65,0,1058,1235,58,19,70,32,0,1123,1235,1170,48,0,0,0,0,19,0,0,11,8,0,0,0,13,32,9,23,0,0,0,1058,1170,65,0,8,0,55,65,1235,88,88,1032,986,495,491,99.2,986,23,952,134,93,167,56,87,85,419,205,363,173,190,109.8,363,110,48,642,593,48.8,92.4,249,51,766,99185
12501,5563,6938,14147,1187,10,894,166,117,12960,548,339,418,22,5,919,884,35,10709,14147,1068,525,956,42,463,12380,14147,12928,557,22,52,0,20,382,0,53,80,63,23,162,1,445,22,0,0,22,0,307,11215,12928,1219,10,406,126,421,1219,14147,437,487,12925,12752,5665,7087,125.1,12752,921,12292,3304,2016,1727,344,1386,875,2705,1834,2290,1232,1058,85.9,2290,370,86,6361,7786,40.3,122.4,1395,360,8597,99201
16627,8188,8439,20526,1814,64,1154,432,164,18712,273,869,557,205,45,1474,1375,99,15289,20526,966,1253,1216,335,897,17879,20526,18694,317,0,21,4,32,900,19,70,98,49,60,337,267,564,261,0,20,241,0,461,16191,18694,1832,20,396,322,503,1832,20526,631,2490,17573,17212,8420,8792,104.4,17212,2717,14378,3980,2236,1836,950,1029,1227,2779,1349,2257,1209,1048,86.7,2257,464,444,9853,10673,31.1,108.3,3314,1173,8335,99202
16813,9055,7758,21500,1103,24,673,362,44,20397,29,337,303,25,23,839,749,90,18841,21500,459,783,447,174,495,20516,21500,20281,63,0,0,0,0,359,14,172,55,43,18,24,33,303,33,21,8,4,0,191,19332,20281,1219,7,356,287,85,1219,21500,1473,987,17487,17031,9221,7810,84.7,17031,1052,16535,2799,2455,2805,1253,1244,1602,5683,2778,4769,2660,2109,79.3,4769,1355,636,11361,10139,43.5,89.2,4469,1061,9517,99203
6081,3260,2821,7375,420,8,372,40,0,6955,81,377,448,17,2,209,166,43,5821,7375,141,425,530,29,302,6188,7375,7145,92,8,0,0,0,392,21,25,61,16,33,236,0,448,17,0,17,0,0,238,5958,7145,230,0,44,33,77,230,7375,419,211,6409,6346,3332,3014,90.5,6346,816,6088,1926,826,771,310,546,512,1120,620,841,395,446,112.9,841,179,42,4058,3317,33.1,81.7,1029,197,4414,99204
33540,17383,16157,43901,2591,39,1696,665,191,41310,407,642,575,417,81,2304,2191,113,36884,43901,1250,1715,1643,818,1237,40846,43901,40636,608,0,15,0,0,655,42,70,220,20,23,270,10,583,417,70,72,267,8,424,37949,40636,3265,52,391,545,898,3265,43901,2810,2384,34998,34030,17680,16350,92.5,34030,2571,33063,7549,5942,5606,2723,2362,3180,7963,3909,6160,3494,2666,76.3,6160,1535,716,22352,21549,37.1,96.4,9871,2614,18577,99205
31889,16884,15005,42139,2719,110,1890,520,199,39420,481,579,566,313,16,2408,2312,96,35057,42139,1866,1489,1453,391,1286,39265,42139,39010,589,30,19,0,0,605,15,44,126,29,43,217,131,569,313,12,1,300,0,659,36275,39010,3129,55,1049,503,501,3129,42139,2612,2852,33848,32643,17173,15470,90.1,32643,2288,31323,6370,5706,4906,2405,2505,2442,8751,4474,7357,4419,2938,66.5,7357,2126,757,21622,20517,38.4,94.9,9496,2696,17258,99206
23839,11165,12674,32732,2833,185,1735,639,274,29899,355,1371,1387,134,55,2107,1780,327,24490,32732,1630,1826,2544,315,1792,28136,32732,29433,453,0,0,0,20,1371,0,18,119,119,6,722,387,1404,134,0,0,134,0,668,25403,29433,3299,289,621,370,542,3299,32732,2091,1761,25976,25264,11966,13298,111.1,25264,3134,23887,6786,4286,3702,2287,1640,1663,4451,2349,3513,1966,1547,78.7,3513,756,408,15490,17242,31.9,111.3,7468,1869,13438,99207
42555,21914,20641,57606,3137,13,2105,655,364,54469,214,1182,1319,536,201,2470,2163,307,48547,57606,848,2240,2530,902,1861,52757,57606,54340,253,0,48,21,0,1296,141,175,200,82,135,429,134,1351,547,55,98,324,70,827,50066,54340,3266,49,399,575,783,3266,57606,4781,4188,45309,43561,22504,21057,93.6,43561,3072,41350,6869,7202,6818,3375,3867,4211,12789,6352,10202,5469,4733,86.5,10202,2635,1215,29247,28359,40.2,97,14045,3021,23435,99208
16003,8098,7905,20395,1066,0,813,244,9,19329,194,285,172,40,147,736,655,81,17755,20395,674,407,395,65,795,19135,20395,19356,194,12,0,0,0,285,26,46,30,32,5,49,97,172,40,0,35,0,5,497,18168,19356,1039,47,396,116,120,1039,20395,1371,970,16549,16265,8285,7980,96.3,16265,1180,15616,2979,2523,2105,959,1463,1808,4442,2299,3719,2301,1418,61.6,3719,951,469,10532,9863,40.6,93.6,4130,1318,9069,99212
20577,10602,9975,27597,2210,16,1954,108,132,25387,256,262,437,85,9,1236,911,325,23102,27597,698,563,769,265,1103,26023,27597,25910,284,55,7,17,0,278,0,0,14,23,14,100,127,437,85,17,6,62,0,408,24418,25910,1687,26,358,167,237,1687,27597,1511,1352,22038,21373,10955,10418,95.1,21373,1792,20732,5323,2943,3269,1792,1336,1679,5861,2577,4759,2669,2090,78.3,4759,1407,775,13805,13792,35.6,99.9,6224,1841,12578,99216
14249,7230,7019,19226,1555,0,998,330,227,17671,194,740,78,677,20,1002,945,57,14960,19226,670,1107,473,722,1022,16948,19226,17703,243,0,95,0,0,740,18,83,99,88,14,170,268,78,692,15,19,658,0,458,15492,17703,1523,0,215,343,335,1523,19226,1217,1355,15482,14864,7568,7296,96.4,14864,991,14125,2866,2346,3043,1096,1120,1238,3433,1778,2772,1572,1200,76.3,2772,727,267,9839,9387,38.7,95.4,4362,1182,7669,99217
10932,6162,4770,15233,644,0,613,24,7,14589,55,485,126,28,0,860,791,69,13035,15233,532,920,403,146,268,14148,15233,14332,163,0,0,17,0,498,270,5,60,26,6,74,57,126,28,0,13,5,10,93,13424,14332,901,16,204,234,42,901,15233,946,1260,11751,11249,6249,5000,80,11249,1431,10337,1836,1559,1605,1213,592,918,3442,1484,2838,1714,1124,65.6,2838,671,683,8070,7163,34.4,88.8,3984,1035,6138,99218
25351,13026,12325,34013,1710,0,1194,400,116,32303,439,829,615,113,332,1633,1494,139,28342,34013,1053,1362,1164,165,1304,31163,34013,31889,531,0,0,0,0,829,83,102,65,112,96,216,155,627,113,5,15,90,3,715,29074,31889,2124,20,444,502,471,2124,34013,2321,1498,26849,26128,13455,12673,94.2,26128,1463,25570,4324,4392,3433,2451,2169,3068,9033,3894,6885,3482,3403,97.7,6885,1817,1174,17339,16674,41.2,96.2,7885,2009,15137,99223
17800,9380,8420,23705,1079,26,784,166,103,22626,145,605,232,80,13,1392,1333,59,20159,23705,867,1028,625,139,439,22235,23705,22124,285,19,0,0,0,605,44,170,173,46,112,31,29,232,80,0,0,80,0,221,20701,22124,1581,0,542,418,329,1581,23705,1383,918,18741,18343,9671,8672,89.7,18343,1289,17710,3562,3140,3174,1668,1449,1711,4840,2348,3688,2125,1563,73.6,3688,962,378,12473,11232,39.2,90.1,5362,1723,10235,99224
1192,576,616,1258,138,6,108,24,0,1120,4,84,106,8,3,62,62,0,853,1258,15,128,129,8,71,973,1258,1192,4,0,0,0,0,89,5,12,22,9,0,35,6,117,8,0,8,0,0,67,907,1192,66,0,11,39,12,66,1258,0,1059,1258,1248,586,662,113,1248,195,46,4,0,0,0,0,0,0,0,0,0,0,-,0,0,0,591,667,19.2,112.9,10,0,0,99251
476,240,236,486,49,0,40,9,0,437,11,28,0,0,0,46,46,0,352,486,11,72,5,3,33,433,486,415,11,0,0,0,6,34,0,0,9,13,0,12,0,0,0,0,0,0,0,8,362,415,71,0,0,38,5,71,486,0,351,486,482,246,236,95.9,482,135,29,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,246,240,19.5,97.6,4,0,0,99258
45749,22649,23100,84124,45246,118,41207,3734,187,38878,159,1603,1560,135,394,2406,2102,304,32621,84124,2549,2858,3267,494,24146,61610,84124,73591,1300,0,13,0,8,1730,0,98,355,59,339,565,314,2115,195,65,82,48,0,16767,51484,73591,10533,43,939,869,957,10533,84124,8555,7034,59689,56577,27748,28829,103.9,56577,5764,53180,12851,11429,8910,7010,3546,3854,10112,4943,7823,4152,3671,88.4,7823,2264,616,41419,42705,30.1,103.1,27547,7348,26423,99301
